"Part Suitability","Product (WPN)","Datasheet","OPN","Price","Description","Vi(on) Min (V)","Vi(off) Max (V)","R1 (kΩ)","R2 (kΩ)","IC Continuous (A)","Configuration","Polarity","Package Type","V(BR)CEO Min (V)","hFE Min","R1/R2 Typ","Qualification","AEC Qualified","PPAP Capable","Halide Free","Lead Free","Status"
"78","MUN2133","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","MUN2133T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SC-59-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","DTA143ZE","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","DTA143ZET1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SC-75-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN5233DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","MUN5233DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Standard","false","false","true","true","Active"
"78","DTC143ZE","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","DTC143ZET1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-75-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN2233","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","MUN2233T1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-59-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN5333DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","MUN5333DW1T1G","0.02","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN5133","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","MUN5133T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN5233","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","MUN5233T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN5133DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA143ZD-D.PDF","MUN5133DW1T1G","0.04","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.1","Standard","false","false","true","true","Active"
"78","DTC143ZM3","https://www.onsemi.com/download/data-sheet/pdf/DTC143Z-D.PDF","DTC143ZM3T5G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","NPN","SOT-723-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","DTA143ZM3","https://www.onsemi.com/download/data-sheet/pdf/DTA143Z-D.PDF","DTA143ZM3T5G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Single","PNP","SOT-723-3","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSB1706DMW5","https://www.onsemi.com/download/data-sheet/pdf/NSB1706DMW5T1-D.PDF","NSB1706DMW5T1G","0.03","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SC-88A / SC-70-5","50","80","0.1","Standard","false","false","true","true","Active"
"78","MUN2216","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","SMUN2216T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SC-59-3","50","160","","Automotive","true","true","true","true","Active"
"78","NSBA143ZDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA143ZD-D.PDF","NSBA143ZDXV6T1G","0.07","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","PNP","SOT-563","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBC143ZDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZD-D.PDF","NSBC143ZDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Dual","NPN","SOT-563","50","80","0.1","Standard","false","false","true","true","Active"
"78","NSBC143ZPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC143ZP-D.PDF","NSBC143ZPDXV6T1G","0.08","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.1","Standard","false","false","true","true","Active"
"78","MMUN2116L","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","SMMUN2116LT3G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"78","MMUN2216L","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","SMMUN2216LT3G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"78","MUN5116DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA143TD-D.PDF","SMUN5116DW1T1G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"78","MUN5216DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143TD-D.PDF","SMUN5216DW1T1G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Automotive","true","true","true","true","Active"
"78","MMUN2216L","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","SMMUN2216LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"78","MMUN2116L","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","SMMUN2116LT1G","0.03","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"77","MMUN2135L","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","MMUN2135LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SOT-23-3","50","80","0.047","Standard","false","false","true","true","Active"
"77","MMUN2235L","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","MMUN2235LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SOT-23-3","50","80","0.047","Standard","false","false","true","true","Active"
"77","MUN2135","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","MUN2135T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SC-59-3","50","80","0.047","Standard","false","false","true","true","Active"
"77","MUN2235","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","MUN2235T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SC-59-3","50","80","0.047","Standard","false","false","true","true","Active"
"77","MMUN2238L","https://www.onsemi.com/download/data-sheet/pdf/DTC123T-D.PDF","SMMUN2238LT1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","","0.1","Single","NPN","SOT-23-3","50","160","","Automotive","true","true","true","true","Active"
"77","NSBA123JF3","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","NSBA123JF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 2.2 k, 47 k","1.1","0.5","2.2","47","0.1","Single","PNP","SOT-1123-3","50","80","0.0468","Standard","false","false","true","true","Active"
"77","NSBC123JPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","NSBC123JPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SOT-963","50","80","0.047","Standard","false","false","true","true","Active"
"77","NSBA123JDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA123JD-D.PDF","NSBA123JDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","PNP","SOT-963","50","80","0.0468","Standard","false","false","true","true","Active"
"77","NSBC123JF3","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","NSBC123JF3T5G","0.07","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SOT-1123-3","50","80","0.0468","Standard","false","false","true","true","Active"
"77","NSBC123JDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","NSBC123JDP6T5G","0.09","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SOT-963","50","80","0.0468","Standard","false","false","true","true","Active"
"76","MUN5135","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","MUN5135T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5235","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","MUN5235T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5135DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA123JD-D.PDF","MUN5135DW1T1G","0.02","Dual PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Standard","false","false","true","true","Active"
"76","DTC123JE","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","DTC123JET1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SC-75-3","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5335DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","MUN5335DW1T1G","0.02","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5335DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","MUN5335DW1T2G","0.02","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Standard","false","false","true","true","Active"
"76","DTC123JM3","https://www.onsemi.com/download/data-sheet/pdf/DTC123J-D.PDF","DTC123JM3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","NPN","SOT-723-3","50","80","0.05","Standard","false","false","true","true","Active"
"76","DTA123JM3","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","DTA123JM3T5G","0.03","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SOT-723-3","50","80","0.0468","Standard","false","false","true","true","Active"
"76","DTA123JE","https://www.onsemi.com/download/data-sheet/pdf/DTA123J-D.PDF","DTA123JET1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Single","PNP","SC-75-3","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5235DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","MUN5235DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","80","0.047","Standard","false","false","true","true","Active"
"76","NSBC123JPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JP-D.PDF","NSBC123JPDXV6T1G","0.08","Complementary Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Complementary","NPN+PNP","SOT-563","50","80","0.047","Standard","false","false","true","true","Active"
"76","NSBC123JDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC123JD-D.PDF","NSBC123JDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","1.1","0.5","2.2","47","0.1","Dual","NPN","SOT-563","50","80","0.047","Standard","false","false","true","true","Active"
"76","MUN5312DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","MUN5312DW1T2G","0.02","Complementary Bipolar Digital Transistor (BRT)","2","1.2","22","22","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Standard","false","false","true","true","Active"
"76","MUN5312DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC124EP-D.PDF","MUN5312DW1T1G","0.02","Complementary Bipolar Digital Transistor (BRT)","2","1.2","22","22","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","60","1","Standard","false","false","true","true","Active"
"76","NSBA114TF3","https://www.onsemi.com/download/data-sheet/pdf/DTA114T-D.PDF","NSBA114TF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 10 k, none","1.7","0.5","10","","0.1","Single","PNP","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"76","NSBC114TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC114TD-D.PDF","NSBC114TDP6T5G","0.05","Dual NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","NPN","SOT-963","50","160","","Standard","false","false","true","true","Active"
"76","NSBC114TF3","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","NSBC114TF3T5G","0.07","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"76","NSBA114TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA114TD-D.PDF","NSBA114TDP6T5G","0.09","Dual PNP Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","PNP","SOT-963","50","160","","Standard","false","false","true","true","Active"
"76","MMUN2115L","https://www.onsemi.com/download/data-sheet/pdf/DTA114T-D.PDF","MMUN2115LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","PNP","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"76","MUN2115","https://www.onsemi.com/download/data-sheet/pdf/DTA114T-D.PDF","MUN2115T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","PNP","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"76","MMUN2215L","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","MMUN2215LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"76","MUN5215","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","MUN5215T1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"76","MUN5215DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114TD-D.PDF","MUN5215DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
"76","DTC114TE","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","DTC114TET1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SC-75-3","50","100","","Standard","false","false","true","true","Active"
"76","MUN5115DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA114TD-D.PDF","MUN5115DW1T1G","0.02","10kΩ, ∞ kΩ Dual PNP BRT - Consumer/Industrial Qualified","1.7","0.5","10","","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
"76","MUN2215","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","MUN2215T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"76","MUN5315DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC114TP-D.PDF","MUN5315DW1T1G","0.04","Complementary Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Complementary","NPN+PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
"76","MUN5115","https://www.onsemi.com/download/data-sheet/pdf/DTA114T-D.PDF","MUN5115T1G","0.03","10kΩ, ∞ kΩ PNP BRT - Consumer/Industrial Qualified","1.7","0.5","10","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"76","NSBA114TDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTA114TD-D.PDF","NSBA114TDXV6T1G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","PNP","SOT-563","50","160","","Standard","false","false","true","true","Active"
"76","DTC114TM3","https://www.onsemi.com/download/data-sheet/pdf/DTC114T-D.PDF","DTC114TM3T5G","0.05","NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Single","NPN","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"76","NSBC114TDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114TD-D.PDF","NSBC114TDXV6T1G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Dual","NPN","SOT-563","50","160","","Standard","false","false","true","true","Active"
"76","NSBC114TPDXV6","https://www.onsemi.com/download/data-sheet/pdf/DTC114TP-D.PDF","NSBC114TPDXV6T1G","0.08","Complementary Bipolar Digital Transistor (BRT)","1.7","0.5","10","","0.1","Complementary","NPN+PNP","SOT-563","50","160","","Standard","false","false","true","true","Active"
"75","DTA115TE","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","DTA115TET1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","PNP","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"75","MUN5141","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","MUN5141T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"75","DTC115TE","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","DTC115TET1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"75","MUN5241","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","MUN5241T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"75","MMUN2141L","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","MMUN2141LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","PNP","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"75","MUN2141","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","MUN2141T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","PNP","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"75","DTC115TM3","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","DTC115TM3T5G","0.03","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"75","DTA115TM3","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","DTA115TM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","PNP","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"75","NSBA115TF3","https://www.onsemi.com/download/data-sheet/pdf/DTA115T-D.PDF","NSBA115TF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 100 k, none","1.5","0.5","100","","0.1","Single","PNP","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"75","NSBC115TF3","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","NSBC115TF3T5G","0.04","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"74","NSBA115TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA115TD-D.PDF","NSBA115TDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Dual","PNP","SOT-963","50","160","","Standard","false","false","true","true","Active"
"74","NSBC115TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC115TD-D.PDF","NSBC115TDP6T5G","0.08","Dual NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Dual","NPN","SOT-963","50","160","","Standard","false","false","true","true","Active"
"74","NSBC115TPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC115TP-D.PDF","NSBC115TPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Complementary","NPN+PNP","SOT-963","50","160","","Standard","false","false","true","true","Active"
"74","MMUN2241L","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","MMUN2241LT1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"74","MUN2241","https://www.onsemi.com/download/data-sheet/pdf/DTC115T-D.PDF","MUN2241T1G","0.03","NPN Bipolar Digital Transistor (BRT)","1.5","0.5","100","","0.1","Single","NPN","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"74","NSBA143TF3","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","NSBA143TF3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"74","NSBC143TF3","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","NSBC143TF3T5G","0.07","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"74","DTA123TE","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","DTA123TET1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"74","MUN5138","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","MUN5138T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"74","MMUN2138L","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","MMUN2138LT1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"74","MUN2138","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","MUN2138T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"74","DTA123TM3","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","DTA123TM3T5G","0.04","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Single","PNP","SOT-723-3","50","160","","Standard","false","false","true","true","Active"
"73","NSBC123TPDP6","https://www.onsemi.com/download/data-sheet/pdf/DTC123TP-D.PDF","NSBC123TPDP6T5G","0.05","Complementary Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Complementary","NPN+PNP","SOT-963","50","160","","Standard","false","false","true","true","Active"
"73","NSBA123TF3","https://www.onsemi.com/download/data-sheet/pdf/DTA123T-D.PDF","NSBA123TF3T5G","0.04","PNP Bipolar Digital Transistor (BRT), 50 V, 100 mA, 2.2 k, none","1.3","0.5","2.2","","0.1","Single","PNP","SOT-1123-3","50","160","","Standard","false","false","true","true","Active"
"73","NSBA123TDP6","https://www.onsemi.com/download/data-sheet/pdf/DTA123TD-D.PDF","NSBA123TDP6T5G","0.05","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","2.2","","0.1","Dual","PNP","SOT-963","50","160","","Standard","false","false","true","true","Active"
"73","MMUN2116L","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","MMUN2116LT1G","0.01","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"73","MMUN2216L","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","MMUN2216LT1G","0.01","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SOT-23-3","50","160","","Standard","false","false","true","true","Active"
"73","MUN5116","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","MUN5116T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SC-70-3 / SOT-323-3","50","160","","Standard","false","false","true","true","Active"
"73","MUN5216DW1","https://www.onsemi.com/download/data-sheet/pdf/DTC143TD-D.PDF","MUN5216DW1T1G","0.02","Dual NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","NPN","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
"73","MUN2116","https://www.onsemi.com/download/data-sheet/pdf/DTA143T-D.PDF","MUN2116T1G","0.02","PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","PNP","SC-59-3","50","160","","Standard","false","false","true","true","Active"
"73","DTC143TE","https://www.onsemi.com/download/data-sheet/pdf/DTC143T-D.PDF","DTC143TET1G","0.02","NPN Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Single","NPN","SC-75-3","50","160","","Standard","false","false","true","true","Active"
"73","MUN5116DW1","https://www.onsemi.com/download/data-sheet/pdf/DTA143TD-D.PDF","MUN5116DW1T1G","0.03","Dual PNP Bipolar Digital Transistor (BRT)","1.3","0.5","4.7","","0.1","Dual","PNP","SC-88-6 / SC-70-6 / SOT-363-6","50","160","","Standard","false","false","true","true","Active"
